"authid","discipline","collaborator","collaborate_paper_n","n_paper","authname","firstname"
55558061000,"STEM",3,37,37,"Díaz-Álvarez J.","Díaz-Álvarez"
56084516200,"STEM",3,20,20,"Feito N.","Feito"
16069569400,"STEM",3,27,27,"Santiuste C.","Santiuste"
15765332600,"STEM",3,42,42,"Griol D.","Griol"
55991672400,"STEM",3,28,28,"Callejas Z.","Callejas"
35392131900,"STEM",3,106,106,"Molina J.M.","Molina"
7004052541,"STEM",3,57,57,"Sanchis A.","Sanchis"
56802927400,"STEM",3,44,44,"Liu S.","Liu"
19639262200,"STEM",3,127,127,"Reviriego P.","Reviriego"
35479093500,"STEM",3,46,46,"Hernandez J.A.","Hernandez"
35464058100,"STEM",3,46,46,"Lombardi F.","Lombardi"
56414371100,"STEM",3,39,39,"Camara C.","Camara"
15020997800,"STEM",3,74,74,"Peris-Lopez P.","Peris-Lopez"
24512079900,"STEM",3,48,48,"De Fuentes J.M.","De"
55235149700,"STEM",3,1,1,"Marchal S.","Marchal"
56802927400,"STEM",4,44,44,"Liu S.","Liu"
19639262200,"STEM",4,127,127,"Reviriego P.","Reviriego"
55709399200,"STEM",4,1,1,"Guo J.","Guo"
36167033700,"STEM",4,1,1,"Han J.","Han"
35464058100,"STEM",4,46,46,"Lombardi F.","Lombardi"
56802927400,"STEM",5,44,44,"Liu S.","Liu"
56040011600,"STEM",5,3,3,"Chen K.E.","Chen"
19639262200,"STEM",5,127,127,"Reviriego P.","Reviriego"
37122347900,"STEM",5,3,3,"Liu W.","Liu"
7003951179,"STEM",5,5,5,"Louri A.","Louri"
35464058100,"STEM",5,46,46,"Lombardi F.","Lombardi"
7006392627,"STEM",2,93,95,"Bonilla L.L.","Bonilla"
7003513940,"STEM",2,11,11,"Carpio A.","Carpio"
57205019247,"STEM",2,7,7,"Trenado C.","Trenado"
57204798412,"STEM",4,5,5,"García Cuenca L.","García"
57197736787,"STEM",4,25,25,"Guindel C.","Guindel"
57216996450,"STEM",4,5,5,"Aliane N.","Aliane"
35606912100,"STEM",4,70,70,"Armingol J.M.","Armingol"
47461033200,"STEM",4,5,5,"Fernández Andrés J.","Fernández"
57204185872,"STEM",5,19,19,"Moreta-Martinez R.","Moreta-Martinez"
15043520500,"STEM",5,18,18,"Calvo-Haro J.A.","Calvo-Haro"
25655281700,"STEM",5,18,18,"Pérez-Mañanes R.","Pérez-Mañanes"
57196043185,"STEM",5,20,20,"García-Sevilla M.","García-Sevilla"
55234981700,"STEM",5,13,13,"Mediavilla-Santos L.","Mediavilla-Santos"
6603062222,"STEM",5,53,54,"Pascau J.","Pascau"
57194117298,"STEM",5,10,10,"Shagñay S.","Shagñay"
57220924858,"STEM",5,3,3,"Ramón L.","Ramón"
57202266939,"STEM",5,10,10,"Fernández-álvarez M.","Fernández-álvarez"
34567553800,"STEM",5,24,24,"Bautista A.","Bautista"
7102038176,"STEM",5,39,39,"Velasco F.","Velasco"
56020506300,"STEM",5,19,19,"Torres-Carrasco M.","Torres-Carrasco"
57220926798,"STEM",7,3,3,"Romage G.","Romage"
57225357605,"STEM",7,3,3,"Jiménez C.","Jiménez"
57220935360,"STEM",7,3,3,"Reyes J.d.J.","Reyes"
55363829900,"STEM",7,13,13,"Zacarías A.","Zacarías"
57217974700,"STEM",7,10,10,"Carvajal I.","Carvajal"
6506087231,"STEM",7,3,3,"Jiménez J.A.","Jiménez"
57220533931,"STEM",7,3,3,"Pineda J.","Pineda"
7003483868,"STEM",7,34,34,"Venegas M.","Venegas"
57193276227,"STEM",1,13,13,"Ruiz Blázquez R.","Ruiz"
26030525600,"STEM",1,81,91,"Muñoz-Organero M.","Muñoz-Organero"
57216163138,"STEM",37,1,1,"Bang G.","Bang"
57201121209,"STEM",37,1,1,"Barash G.","Barash"
57212513454,"STEM",37,1,1,"Bea R.","Bea"
57211031473,"STEM",37,1,1,"Cali J.","Cali"
9333592700,"STEM",37,1,1,"Castillo-Effen M.","Castillo-Effen"
57215661263,"STEM",37,1,1,"Chen X.C.","Chen"
42761192000,"STEM",37,1,1,"Chhaya N.","Chhaya"
57222166231,"STEM",37,1,1,"Dhoopar R.","Dhoopar"
57193334872,"STEM",37,1,1,"Dumancic S.","Dumancic"
14029656200,"STEM",37,3,3,"Espinoza H.","Espinoza"
6602737587,"STEM",37,1,1,"Farchi E.","Farchi"
6507072804,"STEM",37,1,1,"Fioretto F.","Fioretto"
15044256600,"STEM",37,11,11,"Fuentetaja R.","Fuentetaja"
15055739800,"STEM",37,1,1,"Galley M.","Galley"
6507024083,"STEM",37,1,1,"Geib C.","Geib"
6602454434,"STEM",37,1,1,"Hernández-Orallo J.","Hernández-Orallo"
55445367700,"STEM",37,1,1,"Huang X.","Huang"
8316955500,"STEM",37,1,1,"Keren S.","Keren"
24724364000,"STEM",37,1,1,"Kim S.","Kim"
36245175400,"STEM",37,1,1,"Jaidka K.","Jaidka"
57222173537,"STEM",37,1,1,"Liu X.","Liu"
36175939500,"STEM",37,1,1,"Lu T.","Lu"
57222164766,"STEM",37,1,1,"Ma Z.","Ma"
57210576594,"STEM",37,1,1,"Mallah R.","Mallah"
7006615990,"STEM",37,1,1,"McDermid J.","McDermid"
56023324400,"STEM",37,1,1,"Michalowski M.","Michalowski"
57192390008,"STEM",37,1,1,"Mirsky R.","Mirsky"
57205572092,"STEM",37,1,1,"Héigeartaigh S.","Héigeartaigh"
56247655000,"STEM",37,1,1,"Ramachandran D.","Ramachandran"
57191269710,"STEM",37,1,1,"Segovia-Aguas J.","Segovia-Aguas"
13405260500,"STEM",37,1,1,"Shaban-Nejad A.","Shaban-Nejad"
7003736526,"STEM",37,1,1,"Shehory O.","Shehory"
57193241999,"STEM",37,1,1,"Shwartz V.","Shwartz"
16228415800,"STEM",37,1,1,"Srivastava S.","Srivastava"
25960433100,"STEM",37,1,1,"Talamadupula K.","Talamadupula"
57222163072,"STEM",37,1,1,"Tang J.","Tang"
7405356099,"STEM",37,1,1,"Zhang D.","Zhang"
57277035600,"STEM",37,1,1,"Zhang J.","Zhang"
7003374416,"STEM",3,7,7,"Femenias G.","Femenias"
55921833000,"STEM",3,7,7,"Riera-Palou F.","Riera-Palou"
57210864402,"STEM",3,9,9,"Alvarez-Polegre A.","Alvarez-Polegre"
57200197213,"STEM",3,107,107,"Garcia-Armada A.","Garcia-Armada"
57208707354,"STEM",3,12,12,"Amador O.","Amador"
8670332900,"STEM",3,22,22,"Soto I.","Soto"
14032543800,"STEM",3,26,26,"Uruena M.","Uruena"
11339041400,"STEM",3,26,26,"Calderon M.","Calderon"
19639262200,"STEM",4,127,127,"Reviriego P.","Reviriego"
57195629467,"STEM",4,3,3,"Bruschi V.","Bruschi"
6602250777,"STEM",4,20,20,"Pontarelli S.","Pontarelli"
56355410500,"STEM",4,8,8,"Ting D.","Ting"
57193527025,"STEM",4,10,10,"Bianchi G.","Bianchi"
19639262200,"STEM",3,127,127,"Reviriego P.","Reviriego"
57199490373,"STEM",3,12,12,"Martinez J.","Martinez"
7801382699,"STEM",3,41,41,"Larrabeiti D.","Larrabeiti"
6602250777,"STEM",3,20,20,"Pontarelli S.","Pontarelli"
57204710096,"STEM",4,2,2,"Morales-Alvarez W.","Morales-Alvarez"
57194946206,"STEM",4,9,9,"Sipele O.","Sipele"
57220585346,"STEM",4,2,2,"Léberon R.","Léberon"
6508026593,"STEM",4,2,2,"Tadjine H.H.","Tadjine"
56300692400,"STEM",4,8,8,"Olaverri-Monreal C.","Olaverri-Monreal"
57193458118,"STEM",2,7,7,"Sanchez-Cabello C.","Sanchez-Cabello"
11141407800,"STEM",2,5,5,"Herran L.F.","Herran"
6603262783,"STEM",2,83,83,"Rajo-Iglesias E.","Rajo-Iglesias"
57220548813,"STEM",2,3,3,"Wang J.Y.","Wang"
6602436394,"STEM",2,11,11,"Kehn M.N.M.","Kehn"
6603262783,"STEM",2,83,83,"Rajo-Iglesias E.","Rajo-Iglesias"
57224437981,"STEM",5,15,15,"Gao Z.","Gao"
57218523164,"STEM",5,4,4,"Zhang L.","Zhang"
57211558132,"STEM",5,4,4,"Yan T.","Yan"
57220546942,"STEM",5,4,4,"Guo K.","Guo"
8730273300,"STEM",5,4,4,"Xu Z.","Xu"
19639262200,"STEM",5,127,127,"Reviriego P.","Reviriego"
36133995200,"STEM",5,12,12,"Zahir A.","Zahir"
57211375812,"STEM",5,4,4,"Khattak S.K.","Khattak"
35436488100,"STEM",5,28,28,"Ullah A.","Ullah"
19639262200,"STEM",5,127,127,"Reviriego P.","Reviriego"
56809343300,"STEM",5,4,4,"Muslim F.B.","Muslim"
57208163571,"STEM",5,6,6,"Ahmad W.","Ahmad"
7003852951,"STEM",3,9,9,"Sipus Z.","Sipus"
57211990991,"STEM",3,3,3,"Cavar K.","Cavar"
15841497000,"STEM",3,3,3,"Bosiljevac M.","Bosiljevac"
6603262783,"STEM",3,83,83,"Rajo-Iglesias E.","Rajo-Iglesias"
57220057216,"STEM",5,3,3,"Moure-Guardiola C.","Moure-Guardiola"
57202872525,"STEM",5,19,19,"Rubio I.","Rubio"
54895726600,"STEM",5,9,9,"Antona-Makoshi J.","Antona-Makoshi"
55178061600,"STEM",5,12,12,"Olmedo Á.","Olmedo"
10341021500,"STEM",5,43,43,"Loya J.A.","Loya"
54411040300,"STEM",5,43,43,"Rodríguez-Millán M.","Rodríguez-Millán"
35479093500,"STEM",12,46,46,"Alberto Hernandez J.","Alberto"
15769813500,"STEM",12,4,4,"Quagliotti M.","Quagliotti"
56938088900,"STEM",12,1,1,"Serra L.","Serra"
57210955022,"STEM",12,1,1,"Luque L.","Luque"
57219955952,"STEM",12,1,1,"Lopez Da Silva R.","Lopez"
6603228148,"STEM",12,2,2,"Rafel A.","Rafel"
16549277100,"STEM",12,6,6,"Gonzalez De Dios O.","Gonzalez"
8682312900,"STEM",12,4,4,"Lopez V.","Lopez"
55293598200,"STEM",12,1,1,"Eira A.","Eira"
24342919100,"STEM",12,9,9,"Casellas R.","Casellas"
7101620402,"STEM",12,1,1,"Lord A.","Lord"
8134106300,"STEM",12,1,1,"Pedro J.","Pedro"
7801382699,"STEM",12,41,41,"Larrabeiti D.","Larrabeiti"
7004453869,"STEM",1,21,23,"Sorrentino E.","Sorrentino"
57199093225,"STEM",1,6,6,"Rodríguez J.V.","Rodríguez"
57192663084,"STEM",1,13,13,"Alonso-Monsalve S.","Alonso-Monsalve"
57171887200,"STEM",1,2,2,"Whitehead L.H.","Whitehead"
57195512131,"STEM",5,5,5,"Kanapram D.T.","Kanapram"
57190806708,"STEM",5,26,26,"Marin-Plaza P.","Marin-Plaza"
6603377664,"STEM",5,27,27,"Marcenaro L.","Marcenaro"
57213252262,"STEM",5,65,65,"Martin D.","Martin"
6602500615,"STEM",5,82,82,"de la Escalera A.","de"
35513672400,"STEM",5,24,24,"Regazzoni C.","Regazzoni"
24079774200,"STEM",1,48,48,"De Filippo D.","De"
54966837700,"STEM",1,11,11,"Mañana-Rodríguez J.","Mañana-Rodríguez"
56118529700,"STEM",4,88,103,"Goyanes M.","Goyanes"
57194760759,"STEM",4,34,34,"Demeter M.","Demeter"
24171057300,"STEM",4,33,33,"Grané A.","Grané"
6506800420,"STEM",4,16,16,"Albarrán-Lozano I.","Albarrán-Lozano"
26632759000,"STEM",4,27,27,"Gil de Zúñiga H.","Gil"
57204689763,"STEM",6,17,17,"Sánchez-Gallegos D.D.","Sánchez-Gallegos"
57218215463,"STEM",6,9,9,"Carrizales-Espinoza D.","Carrizales-Espinoza"
57204688470,"STEM",6,5,5,"Reyes-Anastacio H.G.","Reyes-Anastacio"
57213190221,"STEM",6,36,36,"Gonzalez-Compean J.L.","Gonzalez-Compean"
7101919482,"STEM",6,129,129,"Carretero J.","Carretero"
56002708800,"STEM",6,8,8,"Morales-Sandoval M.","Morales-Sandoval"
57201744166,"STEM",6,4,4,"Galaviz-Mosqueda A.","Galaviz-Mosqueda"
6603829011,"STEM",9,81,81,"Salichs M.A.","Salichs"
36655483500,"STEM",9,62,62,"Castro-González Á.","Castro-González"
57103536200,"STEM",9,4,4,"Salichs E.","Salichs"
57195252678,"STEM",9,16,16,"Fernández-Rodicio E.","Fernández-Rodicio"
57203536791,"STEM",9,30,30,"Maroto-Gómez M.","Maroto-Gómez"
57194276023,"STEM",9,13,13,"Gamboa-Montero J.J.","Gamboa-Montero"
57204553474,"STEM",9,11,11,"Marques-Villarroya S.","Marques-Villarroya"
7202601719,"STEM",9,49,49,"Castillo J.C.","Castillo"
55215683700,"STEM",9,68,68,"Alonso-Martín F.","Alonso-Martín"
8613265500,"STEM",9,56,56,"Malfaz M.","Malfaz"
36493877000,"STEM",28,2,2,"Aaij R.","Aaij"
36493858600,"STEM",28,2,2,"Albrecht J.","Albrecht"
57199834012,"STEM",28,2,2,"Belous M.","Belous"
11040287400,"STEM",28,2,2,"Billoir P.","Billoir"
57188830373,"STEM",28,2,2,"Boettcher T.","Boettcher"
57208751601,"STEM",28,2,2,"Brea Rodríguez A.","Brea"
56437626400,"STEM",28,4,4,"vom Bruch D.","vom"
55750120500,"STEM",28,4,4,"Cámpora Pérez D.H.","Cámpora"
57208759683,"STEM",28,2,2,"Casais Vidal A.","Casais"
55327689700,"STEM",28,2,2,"Craik D.C.","Craik"
57195424422,"STEM",28,4,4,"Fernandez Declara P.","Fernandez"
57219630312,"STEM",28,2,2,"Funke L.","Funke"
36016440000,"STEM",28,2,2,"Gligorov V.V.","Gligorov"
57205376097,"STEM",28,2,2,"Jashal B.","Jashal"
57188677897,"STEM",28,2,2,"Kazeev N.","Kazeev"
36495326500,"STEM",28,2,2,"Martínez Santos D.","Martínez"
56735772200,"STEM",28,2,2,"Pisani F.","Pisani"
57219630853,"STEM",28,2,2,"Pliushchenko D.","Pliushchenko"
55941005300,"STEM",28,2,2,"Popov S.","Popov"
56708751600,"STEM",28,2,2,"Quagliani R.","Quagliani"
35227917600,"STEM",28,2,2,"Rangel M.","Rangel"
57203392675,"STEM",28,2,2,"Reiss F.","Reiss"
56184099600,"STEM",28,2,2,"Sánchez Mayordomo C.","Sánchez"
35240990000,"STEM",28,2,2,"Schwemmer R.","Schwemmer"
57401368600,"STEM",28,2,2,"Sokoloff M.","Sokoloff"
57193381893,"STEM",28,2,2,"Stevens H.","Stevens"
55803484600,"STEM",28,2,2,"Ustyuzhanin A.","Ustyuzhanin"
6603069434,"STEM",28,2,2,"Vilasís Cardona X.","Vilasís"
7410005167,"STEM",28,2,2,"Williams M.","Williams"
6602658376,"STEM",4,30,30,"Luengo D.","Luengo"
34969394500,"STEM",4,65,68,"Martino L.","Martino"
6701569506,"STEM",4,17,17,"Bugallo M.","Bugallo"
56369475400,"STEM",4,51,51,"Elvira V.","Elvira"
6508313785,"STEM",4,2,2,"Särkkä S.","Särkkä"
36901636100,"STEM",3,18,18,"Moreno V.","Moreno"
55885990400,"STEM",3,23,25,"Génova G.","Génova"
56861883200,"STEM",3,5,5,"Parra E.","Parra"
17345500400,"STEM",3,21,21,"Fraga A.","Fraga"
57215436242,"STEM",4,4,4,"Santos-Torres A.","Santos-Torres"
12238771800,"STEM",4,17,17,"Zarraonandia T.","Zarraonandia"
7103221225,"STEM",4,49,49,"Díaz P.","Díaz"
35102966700,"STEM",4,18,18,"Onorati T.","Onorati"
58084591900,"STEM",4,41,41,"Aedo I.","Aedo"
57213605514,"STEM",3,5,5,"Souto-Rico M.","Souto-Rico"
16021849300,"STEM",3,39,39,"González-Carrasco I.","González-Carrasco"
16022362600,"STEM",3,35,35,"López-Cuadrado J.L.","López-Cuadrado"
6507597856,"STEM",3,27,27,"Ruíz-Mezcua B.","Ruíz-Mezcua"
55560069500,"STEM",2,12,12,"Picazo-Sanchez P.","Picazo-Sanchez"
57219182184,"STEM",2,60,60,"Tapiador J.","Tapiador"
15045621300,"STEM",2,3,3,"Schneider G.","Schneider"
57220041076,"STEM",5,7,7,"Valverde‐marcos B.","Valverde‐marcos"
57202872525,"STEM",5,19,19,"Rubio I.","Rubio"
54895726600,"STEM",5,9,9,"Antona‐makoshi J.","Antona‐makoshi"
14824545400,"STEM",5,3,3,"Chawla A.","Chawla"
10341021500,"STEM",5,43,43,"Loya J.A.","Loya"
54411040300,"STEM",5,43,43,"Rodríguez‐millán M.","Rodríguez‐millán"
15044256600,"STEM",4,11,11,"Fuentetaja R.","Fuentetaja"
37096880000,"STEM",4,16,16,"García-Olaya A.","García-Olaya"
57196717269,"STEM",4,24,24,"García J.","García"
14832524600,"STEM",4,14,14,"González J.C.","González"
7401589140,"STEM",4,42,42,"Fernández F.","Fernández"
57202603679,"STEM",1,14,14,"Antevski K.","Antevski"
13409521900,"STEM",1,71,71,"Bernardos C.J.","Bernardos"
57194280625,"STEM",5,16,16,"Bega D.","Bega"
48361170800,"STEM",5,45,45,"Gramaglia M.","Gramaglia"
57213517639,"STEM",5,4,4,"Perez R.","Perez"
14628887600,"STEM",5,11,11,"Fiore M.","Fiore"
8650744400,"STEM",5,92,92,"Banchs A.","Banchs"
11939775200,"STEM",5,51,51,"Costa-Pérez X.","Costa-Pérez"
56802927400,"STEM",3,44,44,"Liu S.","Liu"
19639262200,"STEM",3,127,127,"Reviriego P.","Reviriego"
35593645500,"STEM",3,5,5,"Montuschi P.","Montuschi"
35464058100,"STEM",3,46,46,"Lombardi F.","Lombardi"
57190577826,"STEM",3,59,59,"Ciaglia F.M.","Ciaglia"
57189052844,"STEM",3,52,52,"Cosmo F.D.","Cosmo"
56962708200,"STEM",3,76,76,"Ibort A.","Ibort"
7006706822,"STEM",3,64,64,"Marmo G.","Marmo"
57208652438,"STEM",4,28,28,"Marín-López A.","Marín-López"
57215881597,"STEM",4,2,2,"Chica-Manjarrez S.","Chica-Manjarrez"
14828747100,"STEM",4,3,3,"Arroyo D.","Arroyo"
37028255000,"STEM",4,21,21,"Almenares-Mendoza F.","Almenares-Mendoza"
23011378500,"STEM",4,26,26,"Díaz-Sánchez D.","Díaz-Sánchez"
57219714530,"STEM",2,5,5,"Leguina J.R.","Leguina"
17435840200,"STEM",2,7,7,"Rumín Á.C.","Rumín"
23478243900,"STEM",2,7,7,"Rumín R.C.","Rumín"
24528594500,"STEM",3,7,7,"Calvo J.A.","Calvo"
22233715100,"STEM",3,14,14,"Álvarez-Caldas C.","Álvarez-Caldas"
7102555926,"STEM",3,16,16,"Román J.L.S.","Román"
57201423643,"STEM",3,21,21,"Gutiérrez-Moizant R.","Gutiérrez-Moizant"
56723347100,"STEM",2,21,23,"Gómez-Silva M.J.","Gómez-Silva"
6602500615,"STEM",2,82,82,"de la Escalera A.","de"
35606912100,"STEM",2,70,70,"Armingol J.M.","Armingol"
57196717269,"STEM",2,24,24,"García J.","García"
57217239007,"STEM",2,5,5,"Majadas R.","Majadas"
7401589140,"STEM",2,42,42,"Fernández F.","Fernández"
6507827989,"STEM",1,35,35,"Valverde-Albacete F.J.","Valverde-Albacete"
6507551724,"STEM",1,49,49,"Pelaez-Moreno C.","Pelaez-Moreno"
24079774200,"STEM",1,48,48,"De Filippo D.","De"
36980578600,"STEM",1,2,2,"Gorraiz J.","Gorraiz"
57192820926,"STEM",2,5,5,"García Hinde Ó.","García"
10143920100,"STEM",2,28,28,"Gómez Verdejo V.","Gómez"
6508151442,"STEM",2,10,10,"Martínez-Ramón M.","Martínez-Ramón"
57209782614,"STEM",1,2,2,"Fernández-Díaz M.","Fernández-Díaz"
6508171874,"STEM",1,33,33,"Gallardo-Antolín A.","Gallardo-Antolín"
55440727300,"STEM",3,49,49,"Gonzalez-Manzano L.","Gonzalez-Manzano"
35424132000,"STEM",3,1,1,"Mahbub U.","Mahbub"
24512079900,"STEM",3,48,48,"de Fuentes J.M.","de"
57203078416,"STEM",3,1,1,"Chellappa R.","Chellappa"
57218948872,"STEM",4,3,3,"Lo Bianco L.C.","Lo"
57201860819,"STEM",4,12,12,"Beltrán J.","Beltrán"
57202494700,"STEM",4,3,3,"López G.F.","López"
14015459700,"STEM",4,74,74,"García F.","García"
56308645100,"STEM",4,43,43,"Al-Kaff A.","Al-Kaff"
24079774200,"STEM",2,48,48,"De Filippo D.","De"
6602718419,"STEM",2,10,10,"Aleixandre-Benavent R.","Aleixandre-Benavent"
6508331825,"STEM",2,54,54,"Sanz-Casado E.","Sanz-Casado"
7101919482,"STEM",1,129,129,"Carretero J.","Carretero"
23004694400,"STEM",1,2,2,"Krefting D.","Krefting"
55292874600,"STEM",2,11,11,"Akyildiz Ö.D.","Akyildiz"
8660859900,"STEM",2,8,8,"Crisan D.","Crisan"
56249634600,"STEM",2,53,53,"Míguez J.","Míguez"
22033559800,"STEM",4,17,17,"Barbero Liñán M.","Barbero"
24802051900,"STEM",4,3,3,"Cortés J.","Cortés"
57212005912,"STEM",4,46,46,"Martín de Diego D.","Martín"
7202228052,"STEM",4,3,3,"Martínez S.","Martínez"
6603246305,"STEM",4,6,6,"Muñoz Lecanda M.C.","Muñoz"
36959818900,"STEM",3,3,3,"Nazábal A.","Nazábal"
36348622200,"STEM",3,50,50,"Olmos P.M.","Olmos"
7003835482,"STEM",3,3,3,"Ghahramani Z.","Ghahramani"
55699347500,"STEM",3,8,8,"Valera I.","Valera"
57194141201,"STEM",2,39,39,"García J.","García"
35392131900,"STEM",2,106,106,"Molina J.M.","Molina"
57201991946,"STEM",2,1,1,"Trincado J.","Trincado"
24821209000,"STEM",3,55,55,"Garcia-Blas J.","Garcia-Blas"
57189302541,"STEM",3,22,22,"del Rio Astorga D.","del"
7101919482,"STEM",3,129,129,"Carretero J.","Carretero"
7406130225,"STEM",3,35,37,"Garcia J.D.","Garcia"
57224666995,"STEM",2,2,2,"Nguyen H.","Nguyen"
57205514736,"STEM",2,10,10,"Ausín M.C.","Ausín"
16199431800,"STEM",2,19,19,"Galeano P.","Galeano"
36976388800,"STEM",5,8,8,"Sánchez-Cervantes J.L.","Sánchez-Cervantes"
55247278900,"STEM",5,2,2,"Colombo-Mendoza L.O.","Colombo-Mendoza"
17433252100,"STEM",5,14,14,"Alor-Hernández G.","Alor-Hernández"
55616966800,"STEM",5,2,2,"García-Alcaráz J.L.","García-Alcaráz"
55799289900,"STEM",5,32,32,"Álvarez-Rodríguez J.M.","Álvarez-Rodríguez"
22939175500,"STEM",5,12,12,"Rodríguez-González A.","Rodríguez-González"
35773217600,"STEM",1,7,7,"Díaz-Morales R.","Díaz-Morales"
55947711900,"STEM",1,8,8,"Navia-Vázquez Á.","Navia-Vázquez"
48861378200,"STEM",5,12,12,"Lutu A.","Lutu"
56872519200,"STEM",5,1,1,"Jun B.","Jun"
9736766300,"STEM",5,1,1,"Bustamante F.E.","Bustamante"
23010088800,"STEM",5,1,1,"Perino D.","Perino"
8910926300,"STEM",5,23,23,"Bagnulo M.","Bagnulo"
57219778084,"STEM",5,1,1,"Bontje C.G.","Bontje"
57201903037,"STEM",4,5,5,"Garcia-Aviles G.","Garcia-Aviles"
56702819600,"STEM",4,9,9,"Donato C.","Donato"
48361170800,"STEM",4,45,45,"Gramaglia M.","Gramaglia"
13104336600,"STEM",4,63,63,"Serrano P.","Serrano"
8650744400,"STEM",4,92,92,"Banchs A.","Banchs"
25653963200,"STEM",3,45,45,"Colomo-Palacios R.","Colomo-Palacios"
26537201300,"STEM",3,7,7,"Casado-Lumbreras C.","Casado-Lumbreras"
55799289900,"STEM",3,32,32,"Álvarez-Rodríguez J.M.","Álvarez-Rodríguez"
55738449500,"STEM",3,4,4,"Yilmaz M.","Yilmaz"
57201085208,"STEM",7,1,1,"Burgos D.F.","Burgos"
55115769000,"STEM",7,6,6,"Cussó L.","Cussó"
56364351200,"STEM",7,1,1,"Sánchez-Elexpuru G.","Sánchez-Elexpuru"
37098616700,"STEM",7,1,1,"Calle D.","Calle"
57219536615,"STEM",7,1,1,"Perpinyà M.B.","Perpinyà"
35602555600,"STEM",7,48,48,"Desco M.","Desco"
7004891877,"STEM",7,1,1,"Serratosa J.M.","Serratosa"
10839449800,"STEM",7,1,1,"Sánchez M.P.","Sánchez"
55799289900,"STEM",4,32,32,"Alvarez-Rodríguez J.M.","Alvarez-Rodríguez"
57201978234,"STEM",4,5,5,"Mendieta R.","Mendieta"
36901636100,"STEM",4,18,18,"Moreno V.","Moreno"
23398530200,"STEM",4,1,1,"Sánchez-Puebla M.","Sánchez-Puebla"
7006368289,"STEM",4,15,15,"Llorens J.","Llorens"
57200725639,"STEM",3,6,6,"Tirado-Martin P.","Tirado-Martin"
8206898100,"STEM",3,24,24,"Liu-Jimenez J.","Liu-Jimenez"
57200729610,"STEM",3,4,4,"Sanchez-Casanova J.","Sanchez-Casanova"
6701386871,"STEM",3,52,53,"Sanchez-Reillo R.","Sanchez-Reillo"
24079774200,"STEM",3,48,48,"De Filippo D.","De"
36950654900,"STEM",3,5,5,"Benayas J.","Benayas"
57219415954,"STEM",3,3,3,"Peña K.","Peña"
36728265300,"STEM",3,6,6,"Sánchez F.","Sánchez"
57217390678,"STEM",6,5,5,"Lilli M.","Lilli"
8723985300,"STEM",6,10,10,"Sarasini F.","Sarasini"
57215276962,"STEM",6,5,5,"Di Fausto L.","Di"
7403372571,"STEM",6,16,16,"González C.","González"
57217729465,"STEM",6,6,6,"Fernández A.","Fernández"
55500167800,"STEM",6,7,7,"Lopes C.S.","Lopes"
25637859600,"STEM",6,10,10,"Tirillò J.","Tirillò"
57216405874,"STEM",5,6,6,"Mojena-Medina D.","Mojena-Medina"
55843210100,"STEM",5,3,3,"Hubl M.","Hubl"
57193726750,"STEM",5,3,3,"Bäuscher M.","Bäuscher"
57190076767,"STEM",5,16,16,"Jorcano J.L.","Jorcano"
7005488085,"STEM",5,3,3,"Ngo H.D.","Ngo"
6601954386,"STEM",5,72,72,"Acedo P.","Acedo"
6602625251,"STEM",4,2,2,"Monga V.","Monga"
57217770357,"STEM",4,2,2,"Acton S.T.","Acton"
35580230500,"STEM",4,2,2,"Seghouane A.K.","Seghouane"
14629229900,"STEM",4,39,39,"Munoz-Barrutia A.","Munoz-Barrutia"
7403237499,"STEM",4,2,2,"Ye J.C.","Ye"
57195367826,"STEM",6,5,5,"Arribas E.","Arribas"
57205422812,"STEM",6,11,11,"Fernández Anta A.","Fernández"
7005277945,"STEM",6,13,13,"Kowalski D.R.","Kowalski"
36852286300,"STEM",6,32,32,"Mancuso V.","Mancuso"
8978041800,"STEM",6,5,5,"Mosteiro M.A.","Mosteiro"
57204253976,"STEM",6,38,38,"Widmer J.","Widmer"
9734871500,"STEM",6,4,4,"Wong P.W.H.","Wong"
57188849989,"STEM",4,20,20,"Gomez C.","Gomez"
57190425088,"STEM",4,20,20,"Hernandez A.C.","Hernandez"
57204350915,"STEM",4,6,6,"Derner E.","Derner"
7201418416,"STEM",4,62,62,"Barber R.","Barber"
24723543100,"STEM",4,6,6,"Babuska R.","Babuska"
57204038843,"STEM",1,6,6,"Colón-Ruiz C.","Colón-Ruiz"
35303400800,"STEM",1,46,46,"Segura-Bedmar I.","Segura-Bedmar"
56563108800,"STEM",4,3,3,"Darrigrand V.","Darrigrand"
56562669900,"STEM",4,9,9,"Pardo D.","Pardo"
55251711700,"STEM",4,3,3,"Chaumont-Frelet T.","Chaumont-Frelet"
6505952229,"STEM",4,9,9,"Gómez-Revuelto I.","Gómez-Revuelto"
35563049800,"STEM",4,44,44,"Garcia-Castillo L.E.","Garcia-Castillo"
58321414500,"STEM",28,2,2,"Borovec J.","Borovec"
6603634988,"STEM",28,3,3,"Kybic J.","Kybic"
23395808800,"STEM",28,4,4,"Arganda-Carreras I.","Arganda-Carreras"
55631871400,"STEM",28,2,2,"Sorokin D.V.","Sorokin"
7003988757,"STEM",28,2,2,"Bueno G.","Bueno"
57188856261,"STEM",28,2,2,"Khvostikov A.V.","Khvostikov"
55366125000,"STEM",28,2,2,"Bakas S.","Bakas"
