"authid","discipline","collaborator","collaborate_paper_n","n_paper","authname","firstname"
54883194200,"STEM",3,2,2,"Assad I.F.","Assad"
57190012443,"STEM",3,2,2,"Alkhdour R.M.","Alkhdour"
57190013393,"STEM",3,2,2,"Abderahim M.","Abderahim"
57189258775,"STEM",5,7,7,"Ureña J.","Ureña"
8222517300,"STEM",5,67,67,"Gordo E.","Gordo"
6603191513,"STEM",5,35,35,"Ruiz-Navas E.","Ruiz-Navas"
6603690454,"STEM",5,3,3,"Vilaboa N.","Vilaboa"
7003366561,"STEM",5,4,4,"Saldaña L.","Saldaña"
6602626595,"STEM",5,28,28,"Jiménez-Morales A.","Jiménez-Morales"
12238771800,"STEM",2,17,17,"Zarraonandia T.","Zarraonandia"
7103221225,"STEM",2,49,49,"Diaz P.","Diaz"
58084591900,"STEM",2,41,41,"Aedo I.","Aedo"
57203928872,"STEM",5,7,7,"Ullah K.","Ullah"
56517944400,"STEM",5,7,7,"Liu X.","Liu"
26423360800,"STEM",5,3,3,"Yadav N.P.","Yadav"
57189440628,"STEM",5,6,6,"Habib M.","Habib"
58391118300,"STEM",5,4,4,"Song L.","Song"
16244921500,"STEM",5,31,31,"García-Cámara B.","García-Cámara"
26024619100,"STEM",2,11,11,"Bolzoni L.","Bolzoni"
6603191513,"STEM",2,35,35,"Ruiz-Navas E.M.","Ruiz-Navas"
8222517300,"STEM",2,67,67,"Gordo E.","Gordo"
24758997600,"STEM",6,2,2,"Kulmala A.","Kulmala"
25925718100,"STEM",6,23,23,"Alonso M.","Alonso"
22935566600,"STEM",6,4,4,"Repo S.","Repo"
6506466863,"STEM",6,36,36,"Amaris H.","Amaris"
57193255018,"STEM",6,10,10,"Moreno A.","Moreno"
55569323300,"STEM",6,1,1,"Mehmedalic J.","Mehmedalic"
57193257650,"STEM",6,3,3,"Al-Jassim Z.","Al-Jassim"
57210131706,"STEM",3,2,2,"Li F.","Li"
16744861700,"STEM",3,4,4,"Abascal J.F.P.J.","Abascal"
35602555600,"STEM",3,48,48,"Desco M.","Desco"
8395838500,"STEM",3,2,2,"Soleimani M.","Soleimani"
24528527800,"STEM",4,32,32,"Garcia-Pozuelo D.","Garcia-Pozuelo"
7003975193,"STEM",4,24,24,"Olatunbosun O.","Olatunbosun"
57193269788,"STEM",4,11,11,"Yunta J.","Yunta"
57191642079,"STEM",4,7,7,"Yang X.","Yang"
35951455400,"STEM",4,91,91,"Diaz V.","Diaz"
26030525600,"STEM",1,81,91,"Munoz-Organero M.","Munoz-Organero"
57193276227,"STEM",1,13,13,"Ruiz-Blazquez R.","Ruiz-Blazquez"
56610407400,"STEM",3,17,17,"Fresno J.","Fresno"
55320465400,"STEM",3,16,16,"Ardila-Rey J.","Ardila-Rey"
16053357000,"STEM",3,38,38,"Martinez-Tarifa J.","Martinez-Tarifa"
6603947701,"STEM",3,48,48,"Robles G.","Robles"
11939775200,"STEM",7,51,51,"Costa-Perez X.","Costa-Perez"
36165155700,"STEM",7,31,31,"Garcia-Saavedra A.","Garcia-Saavedra"
57203730752,"STEM",7,14,14,"Li X.","Li"
23391730700,"STEM",7,7,7,"Deiss T.","Deiss"
14524378400,"STEM",7,59,59,"De La Oliva A.","De"
15768982800,"STEM",7,7,7,"Di Giglio A.","Di"
7801589930,"STEM",7,15,15,"Iovanna P.","Iovanna"
57193548709,"STEM",7,2,2,"Moored A.","Moored"
23034440400,"STEM",9,1,1,"Fernández-Calderón M.C.","Fernández-Calderón"
54896289500,"STEM",9,5,5,"Cifuentes S.C.","Cifuentes"
23470337100,"STEM",9,1,1,"Pacha-Olivenza M.A.","Pacha-Olivenza"
6602139699,"STEM",9,1,1,"Gallardo-Moreno A.M.","Gallardo-Moreno"
7003366561,"STEM",9,4,4,"Saldaña L.","Saldaña"
7003303606,"STEM",9,4,4,"González-Carrasco J.L.","González-Carrasco"
56590658400,"STEM",9,1,1,"Blanco M.T.","Blanco"
6603690454,"STEM",9,3,3,"Vilaboa N.","Vilaboa"
7102664342,"STEM",9,1,1,"González-Martín M.L.","González-Martín"
6701642079,"STEM",9,1,1,"Pérez-Giraldo C.","Pérez-Giraldo"
55876866600,"STEM",3,15,15,"Crespo J.","Crespo"
57188849989,"STEM",3,20,20,"Gómez C.","Gómez"
57190425088,"STEM",3,20,20,"Hernández A.","Hernández"
7201418416,"STEM",3,62,62,"Barber R.","Barber"
55224207000,"STEM",6,1,1,"Durán T.","Durán"
24170833900,"STEM",6,3,3,"Climent-Pascual E.","Climent-Pascual"
58138241800,"STEM",6,3,3,"Pérez-Prior M.T.","Pérez-Prior"
6603937581,"STEM",6,18,18,"Levenfeld B.","Levenfeld"
35463429300,"STEM",6,23,23,"Varez A.","Varez"
6602728792,"STEM",6,1,1,"Sobrados I.","Sobrados"
56378245100,"STEM",6,4,4,"Sanz J.","Sanz"
8222517300,"STEM",1,67,67,"Gordo E.","Gordo"
7102772461,"STEM",1,1,1,"Prakash L.","Prakash"
7203007557,"STEM",4,2,2,"Ruiz A.","Ruiz"
57189035868,"STEM",4,1,1,"Juez G.","Juez"
14029656200,"STEM",4,3,3,"Espinoza H.","Espinoza"
24400984100,"STEM",4,11,11,"de la Vara J.L.","de"
17434519600,"STEM",4,4,4,"Larrucea X.","Larrucea"
7004348300,"STEM",4,12,12,"Meneses J.","Meneses"
22234271800,"STEM",4,45,45,"García-Prada J.C.","García-Prada"
6602639608,"STEM",4,69,69,"Castejón C.","Castejón"
36174329800,"STEM",4,35,35,"Rubio H.","Rubio"
54880986100,"STEM",4,34,34,"Corral E.","Corral"
36621787200,"STEM",3,6,6,"Dios M.","Dios"
18035497700,"STEM",3,5,5,"Gonzalez Z.","Gonzalez"
8222517300,"STEM",3,67,67,"Gordo E.","Gordo"
57202605885,"STEM",3,14,14,"Ferrari B.","Ferrari"
54941316700,"STEM",4,19,19,"Alvaredo P.","Alvaredo"
22136253900,"STEM",4,4,4,"Roa J.J.","Roa"
12139805100,"STEM",4,1,1,"Jiménez-Pique E.","Jiménez-Pique"
7007111160,"STEM",4,7,7,"Llanes L.","Llanes"
8222517300,"STEM",4,67,67,"Gordo E.","Gordo"
23469549800,"STEM",4,15,15,"Legrand M.","Legrand"
7102978616,"STEM",4,15,15,"Nogueira J.","Nogueira"
7202921325,"STEM",4,1,1,"Rodriguez P.","Rodriguez"
57202054183,"STEM",4,16,16,"Lecuona A.","Lecuona"
57191584528,"STEM",4,6,6,"Jimenez R.","Jimenez"
57198456242,"STEM",1,14,14,"Vázquez M.","Vázquez"
56249634600,"STEM",1,53,53,"Míguez J.","Míguez"
34969394500,"STEM",2,65,68,"Martino L.","Martino"
56369475400,"STEM",2,51,51,"Elvira V.","Elvira"
54976304900,"STEM",2,8,8,"Louzada F.","Louzada"
56369475400,"STEM",3,51,51,"Elvira V.","Elvira"
34969394500,"STEM",3,65,68,"Martino L.","Martino"
6602658376,"STEM",3,30,30,"Luengo D.","Luengo"
6701569506,"STEM",3,17,17,"Bugallo M.F.","Bugallo"
57109503800,"STEM",2,1,1,"Kumar A.","Kumar"
56800968600,"STEM",2,11,11,"Aranda-Iglesias D.","Aranda-Iglesias"
55937022800,"STEM",2,1,1,"Lopez-Pamies O.","Lopez-Pamies"
55650653800,"STEM",3,4,4,"Vlachou C.","Vlachou"
8650744400,"STEM",3,92,92,"Banchs A.","Banchs"
52563521300,"STEM",3,4,4,"Herzen J.","Herzen"
22434331500,"STEM",3,4,4,"Thiran P.","Thiran"
8955318900,"STEM",2,21,21,"Cervantes A.","Cervantes"
36913737100,"STEM",2,49,49,"Quintana D.","Quintana"
35079215000,"STEM",2,13,13,"Recio G.","Recio"
7003889349,"STEM",2,8,8,"Korobkin A.","Korobkin"
6506366615,"STEM",2,4,4,"Khabakhpasheva T.","Khabakhpasheva"
9845435800,"STEM",2,38,38,"Rodríguez-Rodríguez J.","Rodríguez-Rodríguez"
6602270063,"STEM",3,22,22,"Ledesma P.","Ledesma"
55363952000,"STEM",3,2,2,"Calle I.A.","Calle"
16314789600,"STEM",3,23,23,"Castronuovo E.D.","Castronuovo"
57192951826,"STEM",3,14,14,"Arredondo F.","Arredondo"
56374077000,"STEM",2,22,22,"Gutierrez E.","Gutierrez"
25927062700,"STEM",2,29,29,"Hernandez L.","Hernandez"
56401833900,"STEM",2,11,11,"Cardes F.","Cardes"
6603932482,"STEM",2,15,15,"Milosevic O.","Milosevic"
7403261860,"STEM",2,1,1,"Naito M.","Naito"
6603100552,"STEM",2,39,39,"Rabanal M.E.","Rabanal"
26030525600,"STEM",1,81,91,"Muñoz-Organero M.","Muñoz-Organero"
57193276227,"STEM",1,13,13,"Ruiz-Blázquez R.","Ruiz-Blázquez"
6603644733,"STEM",1,4,4,"Saffre F.","Saffre"
26654126700,"STEM",1,6,7,"Hildmann H.","Hildmann"
57213760069,"STEM",6,3,3,"Vazquez R.","Vazquez"
6506466863,"STEM",6,36,36,"Amaris H.","Amaris"
25925718100,"STEM",6,23,23,"Alonso M.","Alonso"
36623885700,"STEM",6,18,18,"Lopez G.","Lopez"
35611835100,"STEM",6,20,20,"Moreno J.I.","Moreno"
25723689500,"STEM",6,4,4,"Olmeda D.","Olmeda"
57197870008,"STEM",6,2,2,"Coca J.","Coca"
56770949500,"STEM",7,11,11,"Leggio L.","Leggio"
12241232200,"STEM",7,15,15,"Gallego D.","Gallego"
57197764620,"STEM",7,2,2,"Arroyo R.","Arroyo"
57189730192,"STEM",7,6,6,"Gawali S.","Gawali"
36094840400,"STEM",7,4,4,"Rodríguez S.","Rodríguez"
38261824800,"STEM",7,9,9,"Sánchez M.","Sánchez"
7003910408,"STEM",7,62,62,"Carpintero G.","Carpintero"
7006643705,"STEM",7,25,25,"Lamela H.","Lamela"
35086836600,"STEM",2,12,12,"Soldani X.","Soldani"
57188996389,"STEM",2,7,7,"López-Gálvez H.","López-Gálvez"
55558061000,"STEM",2,37,37,"Díaz-Álvarez J.","Díaz-Álvarez"
57196010855,"STEM",3,2,2,"Labeaga-Martínez N.","Labeaga-Martínez"
26029617400,"STEM",3,51,51,"Sanjurjo-Rivo M.","Sanjurjo-Rivo"
55558061000,"STEM",3,37,37,"Díaz-Álvarez J.","Díaz-Álvarez"
7007183815,"STEM",3,2,2,"Martínez-Frías J.","Martínez-Frías"
57194851680,"STEM",3,8,8,"Fernández-Pérez J.","Fernández-Pérez"
35228536500,"STEM",3,16,16,"Cantero J.","Cantero"
55558061000,"STEM",3,37,37,"Álvarez J.","Álvarez"
8395517500,"STEM",3,71,71,"Miguélez M.","Miguélez"
54787381400,"STEM",3,41,41,"Copaci D.","Copaci"
57210720602,"STEM",3,1,1,"Cano E.","Cano"
35956840800,"STEM",3,116,116,"Moreno L.","Moreno"
7004633581,"STEM",3,46,46,"Blanco D.","Blanco"
35197563000,"STEM",5,4,4,"Yu F.","Yu"
13310363300,"STEM",5,4,4,"Chang C.C.","Chang"
35202054400,"STEM",5,4,4,"Shu J.","Shu"
57311485600,"STEM",5,4,4,"Ahmad I.","Ahmad"
55951810400,"STEM",5,4,4,"Zhang J.","Zhang"
24512079900,"STEM",5,48,48,"De Fuentes J.M.","De"
57194062268,"STEM",3,1,1,"Thiam A.","Thiam"
6507837268,"STEM",3,1,1,"Iojoiu C.","Iojoiu"
6602563566,"STEM",3,1,1,"Leprêtre J.C.","Leprêtre"
7403998226,"STEM",3,4,4,"Sanchez J.Y.","Sanchez"
6506529394,"STEM",1,36,36,"Sanchez-Segura M.","Sanchez-Segura"
57191275610,"STEM",1,23,23,"Ruiz-Robles A.","Ruiz-Robles"
7006849444,"STEM",4,14,14,"Iglesias I.","Iglesias"
55589254400,"STEM",4,24,24,"Moreno-Boza D.","Moreno-Boza"
19934368500,"STEM",4,56,56,"Sánchez A.L.","Sánchez"
55934375600,"STEM",4,15,15,"Liñán A.","Liñán"
57203610156,"STEM",4,24,24,"Williams F.A.","Williams"
8951304600,"STEM",4,28,28,"Sanchez-Fernandez M.","Sanchez-Fernandez"
6701582212,"STEM",4,12,12,"Tulino A.","Tulino"
6603262783,"STEM",4,83,83,"Rajo-Iglesias E.","Rajo-Iglesias"
10243422900,"STEM",4,7,7,"Llorca J.","Llorca"
57200197213,"STEM",4,107,107,"Armada A.G.","Armada"
56178765500,"STEM",3,26,26,"Cano-Pleite E.","Cano-Pleite"
37111050800,"STEM",3,24,24,"Hernández-Jiménez F.","Hernández-Jiménez"
24366183300,"STEM",3,27,27,"Acosta-Iborra A.","Acosta-Iborra"
7005134898,"STEM",3,2,2,"Mawatari Y.","Mawatari"
24069444700,"STEM",2,5,5,"Sánchez-Monreal J.","Sánchez-Monreal"
42461415500,"STEM",2,19,24,"García-Salaberri P.A.","García-Salaberri"
56240369100,"STEM",2,46,46,"Vera M.","Vera"
57195252678,"STEM",5,16,16,"Fernández-Rodicio E.","Fernández-Rodicio"
36699826100,"STEM",5,4,4,"González-Pacheco V.","González-Pacheco"
7202601719,"STEM",5,49,49,"Castillo J.","Castillo"
36655483500,"STEM",5,62,62,"Castro-González Á.","Castro-González"
8613265500,"STEM",5,56,56,"Malfaz M.","Malfaz"
6603829011,"STEM",5,81,81,"Salichs M.","Salichs"
24512054700,"STEM",4,2,2,"Lara Y.","Lara"
36158603700,"STEM",4,29,30,"Petrakopoulou F.","Petrakopoulou"
6506151728,"STEM",4,2,2,"Morosuk T.","Morosuk"
14061927600,"STEM",4,2,2,"Boyano A.","Boyano"
7004986802,"STEM",4,2,2,"Tsatsaronis G.","Tsatsaronis"
56178765500,"STEM",3,26,26,"Cano-Pleite E.","Cano-Pleite"
37111050800,"STEM",3,24,24,"Hernández-Jiménez F.","Hernández-Jiménez"
36647571600,"STEM",3,15,15,"Garcia-Gutierrez L.","Garcia-Gutierrez"
24366183300,"STEM",3,27,27,"Acosta-Iborra A.","Acosta-Iborra"
57195203460,"STEM",3,2,2,"Ramírez P. F.","Ramírez"
35086836600,"STEM",3,12,12,"Soldani X.","Soldani"
10341021500,"STEM",3,43,43,"Loya J.","Loya"
8395517500,"STEM",3,71,71,"Miguélez H.","Miguélez"
57216320314,"STEM",2,17,17,"Pastor-Rodriguez A.","Pastor-Rodriguez"
56962778800,"STEM",2,47,47,"Sanchez-Arriaga G.","Sanchez-Arriaga"
26029617400,"STEM",2,51,51,"Sanjurjo-Rivo M.","Sanjurjo-Rivo"
41461617100,"STEM",3,5,5,"Lopez-Ruiz N.","Lopez-Ruiz"
57194783665,"STEM",3,1,1,"Granados-Ortega F.","Granados-Ortega"
56466118500,"STEM",3,3,3,"Carvajal M.","Carvajal"
16310890500,"STEM",3,7,7,"Martinez-Olmos A.","Martinez-Olmos"
36621787200,"STEM",5,6,6,"Dios M.","Dios"
18035497700,"STEM",5,5,5,"Gonzalez Z.","Gonzalez"
54941316700,"STEM",5,19,19,"Alvaredo P.","Alvaredo"
35323845100,"STEM",5,2,2,"Bermejo R.","Bermejo"
8222517300,"STEM",5,67,67,"Gordo E.","Gordo"
57202605885,"STEM",5,14,14,"Ferrari B.","Ferrari"
36913737100,"STEM",2,49,49,"Quintana D.","Quintana"
8848712400,"STEM",2,31,31,"Sáez Y.","Sáez"
7004613522,"STEM",2,31,31,"Isasi P.","Isasi"
7003483868,"STEM",3,34,34,"Venegas M.","Venegas"
57201454360,"STEM",3,23,23,"de Vega M.","de"
25221092400,"STEM",3,27,27,"García-Hernando N.","García-Hernando"
6507072986,"STEM",3,8,8,"Ruiz-Rivas U.","Ruiz-Rivas"
50262594200,"STEM",3,51,51,"Martin H.","Martin"
15020997800,"STEM",3,74,74,"Lopez P.P.","Lopez"
55667327200,"STEM",3,8,8,"Millan E.S.","Millan"
57219182184,"STEM",3,60,60,"Tapiador J.E.","Tapiador"
56013933500,"STEM",2,31,31,"Ruipérez-Valiente J.A.","Ruipérez-Valiente"
15136847800,"STEM",2,100,100,"Muñoz-Merino P.J.","Muñoz-Merino"
56997681300,"STEM",2,133,133,"Kloos C.D.","Kloos"
25641649700,"STEM",3,8,8,"Sotomayor M.E.","Sotomayor"
6603937581,"STEM",3,18,18,"Levenfeld B.","Levenfeld"
35463429300,"STEM",3,23,23,"Varez A.","Varez"
56378245100,"STEM",3,4,4,"Sanz J.","Sanz"
42461415500,"STEM",4,19,24,"García-Salaberri P.","García-Salaberri"
57198123101,"STEM",4,2,2,"Sánchez D.","Sánchez"
16314992100,"STEM",4,1,1,"Boillat P.","Boillat"
56240369100,"STEM",4,46,46,"Vera M.","Vera"
7201534122,"STEM",4,1,1,"Friedrich K.","Friedrich"
56800968600,"STEM",2,11,11,"Aranda-Iglesias D.","Aranda-Iglesias"
23098791100,"STEM",2,35,35,"Vadillo G.","Vadillo"
23390609100,"STEM",2,100,100,"Rodríguez-Martínez J.","Rodríguez-Martínez"
57023977200,"STEM",4,3,3,"Ayón X.","Ayón"
56232503600,"STEM",4,1,1,"Gruber J.","Gruber"
36630136100,"STEM",4,1,1,"Hayes B.","Hayes"
6603121932,"STEM",4,10,13,"Usaola J.","Usaola"
6602877370,"STEM",4,7,7,"Prodanović M.","Prodanović"
55213945500,"STEM",1,20,20,"Escudero-Garzás J.","Escudero-Garzás"
6602452661,"STEM",1,14,14,"Bousoño-Calzón C.","Bousoño-Calzón"
57193016866,"STEM",2,9,9,"Palacios J.","Palacios"
36536732500,"STEM",2,5,5,"De Donno D.","De"
57204253976,"STEM",2,38,38,"Widmer J.","Widmer"
57193954484,"STEM",3,4,4,"Castano-Solis S.","Castano-Solis"
56418662400,"STEM",3,5,5,"Serrano-Jimenez D.","Serrano-Jimenez"
16309375400,"STEM",3,5,5,"Gauchia L.","Gauchia"
57197479381,"STEM",3,7,7,"Sanz J.","Sanz"
36647571600,"STEM",3,15,15,"Garcia-Gutierrez L.","Garcia-Gutierrez"
37111050800,"STEM",3,24,24,"Hernández-Jiménez F.","Hernández-Jiménez"
56178765500,"STEM",3,26,26,"Cano-Pleite E.","Cano-Pleite"
26531865200,"STEM",3,31,32,"Soria-Verdugo A.","Soria-Verdugo"
55974359600,"STEM",7,1,1,"Pérez-Rivero A.","Pérez-Rivero"
56181696100,"STEM",7,2,2,"Cabero M.","Cabero"
57201238689,"STEM",7,3,3,"Varela M.","Varela"
56217446500,"STEM",7,6,6,"Ramírez-Jiménez R.","Ramírez-Jiménez"
6701842944,"STEM",7,1,1,"Mompean F.J.","Mompean"
7202364467,"STEM",7,1,1,"Santamaría J.","Santamaría"
7404312389,"STEM",7,1,1,"Martínez J.L.","Martínez"
24767962600,"STEM",7,5,5,"Prieto C.","Prieto"
7005656802,"STEM",4,4,4,"Sanmartin J.R.","Sanmartin"
6507441477,"STEM",4,1,1,"Charro M.","Charro"
7005089070,"STEM",4,1,1,"Garrett H.B.","Garrett"
56962778800,"STEM",4,47,47,"Sánchez-Arriaga G.","Sánchez-Arriaga"
35270020900,"STEM",4,1,2,"Sánchez-Torres A.","Sánchez-Torres"
56122724500,"STEM",5,14,14,"Cichocki F.","Cichocki"
55804971600,"STEM",5,43,43,"Merino M.","Merino"
6603894814,"STEM",5,56,56,"Ahedo E.","Ahedo"
57523818000,"STEM",5,1,1,"Smirnova M.","Smirnova"
57193713942,"STEM",5,1,1,"Mingo A.","Mingo"
57191859708,"STEM",5,1,1,"Dobkevicius M.","Dobkevicius"
56962778800,"STEM",2,47,47,"Sanchez-Arriaga G.","Sanchez-Arriaga"
57193217883,"STEM",2,6,6,"Chen X.","Chen"
7005646827,"STEM",2,8,8,"Lorenzini E.C.","Lorenzini"
21834031600,"STEM",3,64,64,"Lindoso A.","Lindoso"
6602921577,"STEM",3,78,78,"Entrena L.","Entrena"
9640262900,"STEM",3,44,44,"García-Valderas M.","García-Valderas"
55876494000,"STEM",3,8,8,"Parra L.","Parra"
57193685884,"STEM",3,2,2,"Fernandez De Gorostiza Luengo J.","Fernandez"
55215683700,"STEM",3,68,68,"Alonso Martin F.","Alonso"
36655483500,"STEM",3,62,62,"Castro-Gonzalez A.","Castro-Gonzalez"
6603829011,"STEM",3,81,81,"Salichs M.A.","Salichs"
55761893800,"STEM",3,2,2,"Cutz L.","Cutz"
6701523673,"STEM",3,2,2,"Masera O.","Masera"
58065767500,"STEM",3,55,55,"Santana D.","Santana"
6701681600,"STEM",3,2,2,"Faaij A.P.C.","Faaij"
8637399400,"STEM",2,5,5,"Demasi L.","Demasi"
6603924650,"STEM",2,2,2,"Monegato G.","Monegato"
55539123700,"STEM",2,14,14,"Cavallaro R.","Cavallaro"
7202889128,"STEM",4,30,30,"García B.","García"
57193562395,"STEM",4,1,1,"García T.","García"
57191199088,"STEM",4,5,5,"Primo V.","Primo"
7005353166,"STEM",4,31,31,"Burgos J.","Burgos"
56698238800,"STEM",4,3,3,"Urquiza D.","Urquiza"
56526370700,"STEM",2,9,9,"Serrano D.","Serrano"
25221643700,"STEM",2,12,12,"Sánchez-Delgado S.","Sánchez-Delgado"
56047525500,"STEM",2,3,3,"Horvat A.","Horvat"
56067585500,"STEM",3,7,7,"Sierra-Fernandez A.","Sierra-Fernandez"
14824811700,"STEM",3,10,10,"Gomez-Villalba L.S.","Gomez-Villalba"
6603100552,"STEM",3,39,39,"Rabanal M.E.","Rabanal"
57200220218,"STEM",3,6,6,"Fort R.","Fort"
6602353841,"STEM",1,5,5,"Madruga S.","Madruga"
58432392700,"STEM",1,3,3,"Mendoza C.","Mendoza"
24315078200,"STEM",3,3,3,"Utkovski Z.","Utkovski"
23993347300,"STEM",3,3,3,"Simeone O.","Simeone"
57191927928,"STEM",3,3,3,"Dimitrova T.","Dimitrova"
6603618176,"STEM",3,5,5,"Popovski P.","Popovski"
54927829900,"STEM",2,38,38,"Huete C.","Huete"
19934368500,"STEM",2,56,56,"Sánchez A.L.","Sánchez"
57203610156,"STEM",2,24,24,"Williams F.A.","Williams"
56610306600,"STEM",4,12,12,"Lopesino C.","Lopesino"
6701717350,"STEM",4,12,12,"Balibrea-Iniesta F.","Balibrea-Iniesta"
54885299200,"STEM",4,10,10,"García-Garrido V.J.","García-Garrido"
7005205874,"STEM",4,19,19,"Wiggins S.","Wiggins"
6603836227,"STEM",4,22,23,"Mancho A.M.","Mancho"
57192375998,"STEM",3,16,16,"González-Gómez P.A.","González-Gómez"
36158603700,"STEM",3,29,30,"Petrakopoulou F.","Petrakopoulou"
8590400800,"STEM",3,20,20,"Briongos J.V.","Briongos"
58065767500,"STEM",3,55,55,"Santana D.","Santana"
55547336200,"STEM",2,3,3,"Gómez-Luna E.","Gómez-Luna"
57193231922,"STEM",2,1,1,"Aponte M. G.","Aponte"
56645881800,"STEM",2,2,2,"Pleite G. J.","Pleite"
57193255512,"STEM",2,15,15,"Dobre O.","Dobre"
57200197213,"STEM",2,107,107,"Armada A.","Armada"
7403155964,"STEM",2,2,2,"Armstrong J.","Armstrong"
57188863753,"STEM",4,6,6,"Santos I.","Santos"
6603073163,"STEM",4,12,12,"Murillo-Fuentes J.J.","Murillo-Fuentes"
8881989500,"STEM",4,2,2,"Boloix-Tortosa R.","Boloix-Tortosa"
6505896986,"STEM",4,5,5,"Arias-De-Reyna E.","Arias-De-Reyna"
36348622200,"STEM",4,50,50,"Olmos P.M.","Olmos"
56520258500,"STEM",2,7,7,"Hernández García D.","Hernández"
8524755300,"STEM",2,87,87,"Monje C.A.","Monje"
6701864168,"STEM",2,116,116,"Balaguer C.","Balaguer"
56369559800,"STEM",5,6,6,"Flores-Carrasco G.","Flores-Carrasco"
56209658200,"STEM",5,3,3,"Muñoz-Fernandez L.","Muñoz-Fernandez"
24586849000,"STEM",5,1,1,"Alcántara-Iniesta S.","Alcántara-Iniesta"
34969593800,"STEM",5,1,1,"Soto-Cruz B.","Soto-Cruz"
6603932482,"STEM",5,15,15,"Milosevic O.","Milosevic"
6603100552,"STEM",5,39,39,"Rabanal M.","Rabanal"
35072153400,"STEM",3,8,8,"Ventas R.","Ventas"
57202054183,"STEM",3,16,16,"Lecuona A.","Lecuona"
54586218400,"STEM",3,6,6,"Vereda C.","Vereda"
36515501000,"STEM",3,7,7,"Rodriguez-Hidalgo M.","Rodriguez-Hidalgo"
8848712400,"STEM",2,31,31,"Saez Y.","Saez"
56203599600,"STEM",2,39,39,"Baldominos A.","Baldominos"
7004613522,"STEM",2,31,31,"Isasi P.","Isasi"
56572946900,"STEM",4,24,24,"Raiola M.","Raiola"
55760576800,"STEM",4,7,7,"Greco C.","Greco"
57192713525,"STEM",4,2,2,"Contino M.","Contino"
37123621500,"STEM",4,106,106,"Discetti S.","Discetti"
36600822100,"STEM",4,66,66,"Ianiro A.","Ianiro"
57006654100,"STEM",9,3,3,"Dinic I.Z.","Dinic"
6602883926,"STEM",9,6,6,"Mancic L.T.","Mancic"
6603100552,"STEM",9,39,39,"Rabanal M.E.","Rabanal"
57206812677,"STEM",9,2,2,"Yamamoto K.","Yamamoto"
7201434452,"STEM",9,2,2,"Ohara S.","Ohara"
57190748642,"STEM",9,1,1,"Tamura S.","Tamura"
57192691257,"STEM",9,1,1,"Koji T.","Koji"
57199984687,"STEM",9,1,1,"Costa A.M.L.M.","Costa"
7003438112,"STEM",9,1,1,"Marinkovic B.A.","Marinkovic"
6603932482,"STEM",9,15,15,"Milosevic O.B.","Milosevic"
56209658200,"STEM",4,3,3,"Muñoz-Fernandez L.","Muñoz-Fernandez"
56067585500,"STEM",4,7,7,"Sierra-Fernandez A.","Sierra-Fernandez"
56369559800,"STEM",4,6,6,"Flores-Carrasco G.","Flores-Carrasco"
6603932482,"STEM",4,15,15,"Milošević O.","Milošević"
6603100552,"STEM",4,39,39,"Rabanal M.E.","Rabanal"
55964739700,"STEM",4,13,13,"Rodríguez-Sánchez M.R.","Rodríguez-Sánchez"
54682280900,"STEM",4,9,11,"Sánchez-González A.","Sánchez-González"
57192375998,"STEM",4,16,16,"González-Gómez P.A.","González-Gómez"
22953908000,"STEM",4,16,16,"Marugán-Cruz C.","Marugán-Cruz"
58065767500,"STEM",4,55,55,"Santana D.","Santana"
6602883926,"STEM",4,6,6,"Mancic L.","Mancic"
57202567617,"STEM",4,1,1,"Nikolic M.","Nikolic"
14824811700,"STEM",4,10,10,"Gomez L.","Gomez"
6603100552,"STEM",4,39,39,"Rabanal M.E.","Rabanal"
6603932482,"STEM",4,15,15,"Milosevic O.","Milosevic"
15136847800,"STEM",6,100,100,"Muñoz-Merino P.J.","Muñoz-Merino"
56013933500,"STEM",6,31,31,"Ruipérez-Valiente J.A.","Ruipérez-Valiente"
56997681300,"STEM",6,133,133,"Delgado Kloos C.","Delgado"
8637966400,"STEM",6,26,26,"Auger M.A.","Auger"
6603315820,"STEM",6,34,34,"Briz S.","Briz"
6701540775,"STEM",6,31,31,"de Castro V.","de"
7801640973,"STEM",6,53,53,"Santalla S.N.","Santalla"
12783533200,"STEM",2,39,39,"Sánchez-Sanz M.","Sánchez-Sanz"
55929891400,"STEM",2,18,18,"Fernández-Tarrazo E.","Fernández-Tarrazo"
19934368500,"STEM",2,56,56,"Sánchez A.L.","Sánchez"
55570555200,"STEM",6,2,2,"Stathokostopoulos D.","Stathokostopoulos"
56007880500,"STEM",6,30,30,"Tsipas S.","Tsipas"
10143468600,"STEM",6,2,2,"Chaliampalias D.","Chaliampalias"
22635374900,"STEM",6,2,2,"Pavlidou E.","Pavlidou"
6602222027,"STEM",6,2,2,"Hatzikraniotis E.","Hatzikraniotis"
7004398941,"STEM",6,2,2,"Paraskevopoulos K.","Paraskevopoulos"
6505880169,"STEM",6,2,2,"Vourlias G.","Vourlias"
56675701400,"STEM",2,66,69,"Garcia-Gonzalez D.","Garcia-Gonzalez"
6603227483,"STEM",2,94,94,"Zaera R.","Zaera"
7101851675,"STEM",2,33,33,"Arias A.","Arias"
14824811700,"STEM",4,10,10,"Gomez-Villalba L.S.","Gomez-Villalba"
